data_source,crime_id,atm_id,hour_of_day,day_of_week,amount,distance_from_crime,atm_historical_risk,txns_last_1h,txns_last_6h,nearby_crime_density,withdrawal_frequency,is_withdrawal_location
SYNTHETIC,SYN_CRM_0168,SYN_ATM_0671,19,1,408700.0,10.27,0.16,3,9,3.9,15.6,0
SYNTHETIC,SYN_CRM_0168,SYN_ATM_0672,19,1,408700.0,1.77,0.86,5,31,8.4,37.5,1
SYNTHETIC,SYN_CRM_0169,SYN_ATM_0673,14,2,3300.0,6.25,0.39,3,16,3.1,19.4,0
SYNTHETIC,SYN_CRM_0169,SYN_ATM_0674,14,2,3300.0,8.59,0.57,4,12,4.3,22.2,0
SYNTHETIC,SYN_CRM_0169,SYN_ATM_0675,14,2,3300.0,0.17,0.85,8,31,7.1,51.5,1
SYNTHETIC,SYN_CRM_0169,SYN_ATM_0676,14,2,3300.0,5.96,0.48,4,13,4.1,18.3,0
SYNTHETIC,SYN_CRM_0170,SYN_ATM_0677,3,5,11600.0,4.22,0.27,1,9,1.3,11.3,0
SYNTHETIC,SYN_CRM_0170,SYN_ATM_0678,3,5,11600.0,1.59,0.3,1,5,1.6,10.2,0
SYNTHETIC,SYN_CRM_0170,SYN_ATM_0679,3,5,11600.0,1.73,0.25,0,3,2.2,7.6,0
SYNTHETIC,SYN_CRM_0170,SYN_ATM_0680,3,5,11600.0,8.06,0.32,1,22,3.6,25.6,0
SYNTHETIC,SYN_CRM_0171,SYN_ATM_0681,3,6,128700.0,5.78,0.26,2,17,3.1,24.6,0
SYNTHETIC,SYN_CRM_0171,SYN_ATM_0682,3,6,128700.0,11.78,0.35,1,10,0.9,10.6,0
SYNTHETIC,SYN_CRM_0171,SYN_ATM_0683,3,6,128700.0,2.63,0.11,2,6,3.7,12.6,0
SYNTHETIC,SYN_CRM_0171,SYN_ATM_0684,3,6,128700.0,0.88,0.86,9,29,8.7,37.9,1
SYNTHETIC,SYN_CRM_0172,SYN_ATM_0685,12,6,403500.0,9.69,0.56,6,26,5.1,40.4,0
SYNTHETIC,SYN_CRM_0172,SYN_ATM_0686,12,6,403500.0,1.32,0.79,11,38,8.6,56.0,1
SYNTHETIC,SYN_CRM_0172,SYN_ATM_0687,12,6,403500.0,10.65,0.07,2,8,1.2,8.6,0
SYNTHETIC,SYN_CRM_0172,SYN_ATM_0688,12,6,403500.0,4.08,0.33,2,17,1.5,28.4,0
SYNTHETIC,SYN_CRM_0173,SYN_ATM_0689,14,1,58400.0,11.74,0.37,0,4,0.4,12.4,0
SYNTHETIC,SYN_CRM_0173,SYN_ATM_0690,14,1,58400.0,7.31,0.42,8,38,5.2,55.7,0
SYNTHETIC,SYN_CRM_0173,SYN_ATM_0691,14,1,58400.0,2.93,0.04,1,3,1.3,3.9,0
SYNTHETIC,SYN_CRM_0173,SYN_ATM_0692,14,1,58400.0,0.76,0.78,14,23,7.6,38.9,1
SYNTHETIC,SYN_CRM_0174,SYN_ATM_0693,8,0,8600.0,9.43,0.36,7,26,6.7,40.8,0
SYNTHETIC,SYN_CRM_0174,SYN_ATM_0694,8,0,8600.0,7.29,0.8,5,14,6.5,21.9,0
SYNTHETIC,SYN_CRM_0174,SYN_ATM_0695,8,0,8600.0,1.43,0.92,15,36,5.1,57.7,1
SYNTHETIC,SYN_CRM_0174,SYN_ATM_0696,8,0,8600.0,5.11,0.31,1,11,3.7,23.6,0
SYNTHETIC,SYN_CRM_0175,SYN_ATM_0697,8,4,43200.0,1.93,0.19,2,7,3.7,13.9,0
SYNTHETIC,SYN_CRM_0175,SYN_ATM_0698,8,4,43200.0,1.24,0.64,5,39,7.1,57.5,1
SYNTHETIC,SYN_CRM_0175,SYN_ATM_0699,8,4,43200.0,3.17,0.24,6,16,4.6,28.2,0
SYNTHETIC,SYN_CRM_0175,SYN_ATM_0700,8,4,43200.0,7.16,0.77,7,20,4.1,34.0,0
SYNTHETIC,SYN_CRM_0176,SYN_ATM_0701,18,1,46100.0,5.75,0.3,4,13,6.7,19.8,0
SYNTHETIC,SYN_CRM_0176,SYN_ATM_0702,18,1,46100.0,0.28,0.52,9,28,9.2,43.9,1
SYNTHETIC,SYN_CRM_0176,SYN_ATM_0703,18,1,46100.0,9.6,0.05,2,6,1.1,16.0,0
SYNTHETIC,SYN_CRM_0176,SYN_ATM_0704,18,1,46100.0,11.34,0.19,0,6,1.1,12.0,0
SYNTHETIC,SYN_CRM_0177,SYN_ATM_0705,23,3,184900.0,1.39,0.2,0,3,1.7,5.7,0
SYNTHETIC,SYN_CRM_0177,SYN_ATM_0706,23,3,184900.0,2.78,0.32,2,10,1.5,20.1,0
SYNTHETIC,SYN_CRM_0177,SYN_ATM_0707,23,3,184900.0,0.64,0.63,8,36,9.1,41.2,1
SYNTHETIC,SYN_CRM_0177,SYN_ATM_0708,23,3,184900.0,6.73,0.54,3,24,4.3,37.6,0
SYNTHETIC,SYN_CRM_0178,SYN_ATM_0709,16,6,78900.0,0.42,0.54,2,21,6.9,43.3,1
SYNTHETIC,SYN_CRM_0178,SYN_ATM_0710,16,6,78900.0,4.0,0.71,5,22,3.1,30.6,0
SYNTHETIC,SYN_CRM_0178,SYN_ATM_0711,16,6,78900.0,4.0,0.58,6,27,2.3,36.8,0
SYNTHETIC,SYN_CRM_0178,SYN_ATM_0712,16,6,78900.0,4.0,0.48,11,26,2.0,31.8,0
SYNTHETIC,SYN_CRM_0179,SYN_ATM_0713,20,0,18200.0,1.53,0.79,6,34,6.0,53.1,1
SYNTHETIC,SYN_CRM_0179,SYN_ATM_0714,20,0,18200.0,6.76,0.35,2,9,1.4,13.7,0
SYNTHETIC,SYN_CRM_0179,SYN_ATM_0715,20,0,18200.0,1.33,0.23,0,6,3.1,9.6,0
SYNTHETIC,SYN_CRM_0179,SYN_ATM_0716,20,0,18200.0,6.83,0.5,2,14,3.1,29.6,0
SYNTHETIC,SYN_CRM_0180,SYN_ATM_0717,14,2,187800.0,7.67,0.29,1,4,1.9,10.4,0
SYNTHETIC,SYN_CRM_0180,SYN_ATM_0718,14,2,187800.0,17.32,0.15,2,11,1.5,20.1,0
SYNTHETIC,SYN_CRM_0180,SYN_ATM_0719,14,2,187800.0,1.21,0.64,17,32,11.8,44.9,1
SYNTHETIC,SYN_CRM_0180,SYN_ATM_0720,14,2,187800.0,7.94,0.18,2,7,0.3,11.8,0
SYNTHETIC,SYN_CRM_0181,SYN_ATM_0721,23,4,75200.0,7.76,0.28,6,12,4.9,21.6,0
SYNTHETIC,SYN_CRM_0181,SYN_ATM_0722,23,4,75200.0,8.41,0.45,1,1,0.2,7.8,0
SYNTHETIC,SYN_CRM_0181,SYN_ATM_0723,23,4,75200.0,4.04,0.12,3,12,2.8,22.0,0
SYNTHETIC,SYN_CRM_0181,SYN_ATM_0724,23,4,75200.0,1.13,0.74,8,27,7.1,39.6,1
SYNTHETIC,SYN_CRM_0182,SYN_ATM_0725,11,4,150000.0,14.89,0.33,0,8,0.6,13.2,0
SYNTHETIC,SYN_CRM_0182,SYN_ATM_0726,11,4,150000.0,1.28,0.17,0,2,2.5,7.9,0
SYNTHETIC,SYN_CRM_0182,SYN_ATM_0727,11,4,150000.0,0.48,0.78,10,29,8.7,46.5,1
SYNTHETIC,SYN_CRM_0182,SYN_ATM_0728,11,4,150000.0,12.75,0.36,0,7,0.6,9.1,0
SYNTHETIC,SYN_CRM_0183,SYN_ATM_0729,18,3,129700.0,1.47,0.81,9,23,9.4,41.2,1
SYNTHETIC,SYN_CRM_0183,SYN_ATM_0730,18,3,129700.0,13.0,0.78,5,24,4.3,33.9,0
SYNTHETIC,SYN_CRM_0183,SYN_ATM_0731,18,3,129700.0,1.86,0.17,0,0,2.9,2.8,0
SYNTHETIC,SYN_CRM_0183,SYN_ATM_0732,18,3,129700.0,1.49,0.05,1,8,2.6,9.7,0
SYNTHETIC,SYN_CRM_0184,SYN_ATM_0733,11,5,136700.0,4.19,0.59,7,20,4.2,24.0,0
SYNTHETIC,SYN_CRM_0184,SYN_ATM_0734,11,5,136700.0,3.94,0.1,2,3,1.8,7.1,0
SYNTHETIC,SYN_CRM_0184,SYN_ATM_0735,11,5,136700.0,0.98,0.65,9,33,4.1,38.4,1
SYNTHETIC,SYN_CRM_0184,SYN_ATM_0736,11,5,136700.0,6.77,0.63,7,26,3.6,35.3,0
SYNTHETIC,SYN_CRM_0185,SYN_ATM_0737,21,2,7200.0,0.1,0.7,11,33,7.2,57.9,1
SYNTHETIC,SYN_CRM_0185,SYN_ATM_0738,21,2,7200.0,2.62,0.33,2,7,2.2,9.7,0
SYNTHETIC,SYN_CRM_0185,SYN_ATM_0739,21,2,7200.0,1.46,0.19,1,3,1.4,10.3,0
SYNTHETIC,SYN_CRM_0185,SYN_ATM_0740,21,2,7200.0,9.78,0.26,2,13,2.1,19.3,0
SYNTHETIC,SYN_CRM_0186,SYN_ATM_0741,20,4,165500.0,0.1,0.87,11,39,7.6,59.6,1
SYNTHETIC,SYN_CRM_0186,SYN_ATM_0742,20,4,165500.0,9.82,0.04,0,4,2.6,6.1,0
SYNTHETIC,SYN_CRM_0186,SYN_ATM_0743,20,4,165500.0,7.96,0.51,8,22,5.9,28.1,0
SYNTHETIC,SYN_CRM_0186,SYN_ATM_0744,20,4,165500.0,3.31,0.19,3,13,4.0,20.6,0
SYNTHETIC,SYN_CRM_0187,SYN_ATM_0745,13,1,16300.0,0.1,0.78,10,35,8.5,42.0,1
SYNTHETIC,SYN_CRM_0187,SYN_ATM_0746,13,1,16300.0,1.42,0.15,1,4,2.1,5.6,0
SYNTHETIC,SYN_CRM_0187,SYN_ATM_0747,13,1,16300.0,1.22,0.32,2,6,1.2,10.3,0
SYNTHETIC,SYN_CRM_0187,SYN_ATM_0748,13,1,16300.0,5.17,0.3,0,4,0.2,13.7,0
SYNTHETIC,SYN_CRM_0188,SYN_ATM_0749,8,6,78400.0,5.51,0.26,2,11,2.9,22.9,0
SYNTHETIC,SYN_CRM_0188,SYN_ATM_0750,8,6,78400.0,0.8,0.87,6,27,6.5,49.3,1
SYNTHETIC,SYN_CRM_0188,SYN_ATM_0751,8,6,78400.0,5.04,0.62,6,20,2.7,24.2,0
SYNTHETIC,SYN_CRM_0188,SYN_ATM_0752,8,6,78400.0,11.89,0.46,5,13,5.4,28.6,0
SYNTHETIC,SYN_CRM_0189,SYN_ATM_0753,9,3,71300.0,2.09,0.57,8,40,8.7,60.1,1
SYNTHETIC,SYN_CRM_0189,SYN_ATM_0754,9,3,71300.0,8.3,0.37,7,26,3.9,39.4,0
SYNTHETIC,SYN_CRM_0189,SYN_ATM_0755,9,3,71300.0,4.33,0.12,4,14,3.7,26.1,0
SYNTHETIC,SYN_CRM_0189,SYN_ATM_0756,9,3,71300.0,9.59,0.6,1,17,5.9,31.5,0
SYNTHETIC,SYN_CRM_0190,SYN_ATM_0757,16,6,157300.0,3.65,0.12,1,3,1.9,7.2,0
SYNTHETIC,SYN_CRM_0190,SYN_ATM_0758,16,6,157300.0,9.96,0.25,1,1,1.5,6.2,0
SYNTHETIC,SYN_CRM_0190,SYN_ATM_0759,16,6,157300.0,11.38,0.36,2,3,1.2,9.8,0
SYNTHETIC,SYN_CRM_0190,SYN_ATM_0760,16,6,157300.0,0.27,0.56,7,30,6.5,45.9,1
SYNTHETIC,SYN_CRM_0191,SYN_ATM_0761,15,4,71600.0,2.54,0.7,12,39,8.5,43.9,1
SYNTHETIC,SYN_CRM_0191,SYN_ATM_0762,15,4,71600.0,6.74,0.12,2,6,0.3,10.6,0
SYNTHETIC,SYN_CRM_0191,SYN_ATM_0763,15,4,71600.0,4.74,0.73,4,14,2.5,24.0,0
SYNTHETIC,SYN_CRM_0191,SYN_ATM_0764,15,4,71600.0,1.07,0.22,1,7,2.8,10.3,0
SYNTHETIC,SYN_CRM_0192,SYN_ATM_0765,18,6,296100.0,1.56,0.82,5,28,7.8,41.1,1
SYNTHETIC,SYN_CRM_0192,SYN_ATM_0766,18,6,296100.0,4.51,0.72,7,24,4.1,30.5,0
SYNTHETIC,SYN_CRM_0192,SYN_ATM_0767,18,6,296100.0,11.28,0.69,5,24,4.7,27.6,0
SYNTHETIC,SYN_CRM_0192,SYN_ATM_0768,18,6,296100.0,2.27,0.1,1,5,3.1,9.0,0
SYNTHETIC,SYN_CRM_0193,SYN_ATM_0769,1,2,43400.0,8.19,0.13,1,4,0.2,8.0,0
SYNTHETIC,SYN_CRM_0193,SYN_ATM_0770,1,2,43400.0,10.92,0.31,7,14,4.3,25.0,0
SYNTHETIC,SYN_CRM_0193,SYN_ATM_0771,1,2,43400.0,19.72,0.33,2,7,1.1,15.5,0
SYNTHETIC,SYN_CRM_0193,SYN_ATM_0772,1,2,43400.0,0.79,0.83,15,42,7.9,57.4,1
SYNTHETIC,SYN_CRM_0194,SYN_ATM_0773,9,6,16800.0,6.38,0.56,8,16,2.4,21.7,0
SYNTHETIC,SYN_CRM_0194,SYN_ATM_0774,9,6,16800.0,11.07,0.16,1,5,0.2,14.6,0
SYNTHETIC,SYN_CRM_0194,SYN_ATM_0775,9,6,16800.0,1.06,0.56,8,21,9.2,35.4,1
SYNTHETIC,SYN_CRM_0194,SYN_ATM_0776,9,6,16800.0,0.5,0.12,0,4,1.5,5.6,0
SYNTHETIC,SYN_CRM_0195,SYN_ATM_0777,18,2,129200.0,0.2,0.52,12,40,6.6,49.7,1
SYNTHETIC,SYN_CRM_0195,SYN_ATM_0778,18,2,129200.0,13.63,0.24,2,5,1.8,10.1,0
SYNTHETIC,SYN_CRM_0195,SYN_ATM_0779,18,2,129200.0,1.62,0.49,4,20,3.4,25.0,0
SYNTHETIC,SYN_CRM_0195,SYN_ATM_0780,18,2,129200.0,1.66,0.18,1,1,2.2,1.9,0
SYNTHETIC,SYN_CRM_0196,SYN_ATM_0781,21,2,184100.0,5.61,0.74,9,25,7.4,29.7,0
SYNTHETIC,SYN_CRM_0196,SYN_ATM_0782,21,2,184100.0,0.97,0.3,2,2,2.0,9.5,0
SYNTHETIC,SYN_CRM_0196,SYN_ATM_0783,21,2,184100.0,11.27,0.17,3,6,2.8,10.2,0
SYNTHETIC,SYN_CRM_0196,SYN_ATM_0784,21,2,184100.0,2.33,0.21,1,6,3.6,13.8,0
SYNTHETIC,SYN_CRM_0197,SYN_ATM_0785,14,2,216800.0,0.8,0.85,1,35,4.6,47.7,1
SYNTHETIC,SYN_CRM_0197,SYN_ATM_0786,14,2,216800.0,0.15,0.21,2,5,2.3,11.8,0
SYNTHETIC,SYN_CRM_0197,SYN_ATM_0787,14,2,216800.0,2.54,0.15,0,2,2.7,9.7,0
SYNTHETIC,SYN_CRM_0197,SYN_ATM_0788,14,2,216800.0,7.3,0.61,9,18,3.4,26.8,0
SYNTHETIC,SYN_CRM_0198,SYN_ATM_0789,21,3,475400.0,10.7,0.17,2,9,0.9,17.0,0
SYNTHETIC,SYN_CRM_0198,SYN_ATM_0790,21,3,475400.0,0.17,0.71,10,24,7.6,45.7,1
SYNTHETIC,SYN_CRM_0198,SYN_ATM_0791,21,3,475400.0,3.72,0.48,2,13,3.6,15.3,0
SYNTHETIC,SYN_CRM_0198,SYN_ATM_0792,21,3,475400.0,9.64,0.56,4,27,2.2,41.4,0
SYNTHETIC,SYN_CRM_0199,SYN_ATM_0793,17,1,174900.0,8.07,0.36,2,6,2.1,12.7,0
SYNTHETIC,SYN_CRM_0199,SYN_ATM_0794,17,1,174900.0,4.18,0.13,2,6,1.1,14.8,0
SYNTHETIC,SYN_CRM_0199,SYN_ATM_0795,17,1,174900.0,11.48,0.35,2,9,1.3,13.2,0
SYNTHETIC,SYN_CRM_0199,SYN_ATM_0796,17,1,174900.0,1.44,0.53,9,30,9.6,34.6,1
SYNTHETIC,SYN_CRM_0200,SYN_ATM_0797,16,4,188800.0,8.91,0.16,2,7,0.8,11.0,0
SYNTHETIC,SYN_CRM_0200,SYN_ATM_0798,16,4,188800.0,5.15,0.51,0,13,4.4,20.2,0
SYNTHETIC,SYN_CRM_0200,SYN_ATM_0799,16,4,188800.0,2.33,0.3,2,6,3.3,10.2,0
SYNTHETIC,SYN_CRM_0200,SYN_ATM_0800,16,4,188800.0,6.92,0.31,2,7,0.6,13.9,0
SYNTHETIC,SYN_CRM_0201,SYN_ATM_0801,13,3,83500.0,7.2,0.25,1,9,0.5,17.8,0
SYNTHETIC,SYN_CRM_0201,SYN_ATM_0802,13,3,83500.0,5.37,0.3,2,14,3.6,23.0,0
SYNTHETIC,SYN_CRM_0201,SYN_ATM_0803,13,3,83500.0,8.52,0.21,1,4,2.5,10.9,0
SYNTHETIC,SYN_CRM_0201,SYN_ATM_0804,13,3,83500.0,6.12,0.32,4,14,1.0,20.3,0
SYNTHETIC,SYN_CRM_0202,SYN_ATM_0805,23,5,78100.0,3.0,0.21,1,4,1.9,5.8,0
SYNTHETIC,SYN_CRM_0202,SYN_ATM_0806,23,5,78100.0,1.88,0.75,14,46,7.2,70.0,1
SYNTHETIC,SYN_CRM_0202,SYN_ATM_0807,23,5,78100.0,1.98,0.17,0,4,3.6,6.8,0
SYNTHETIC,SYN_CRM_0202,SYN_ATM_0808,23,5,78100.0,3.33,0.21,3,11,6.7,23.2,0
SYNTHETIC,SYN_CRM_0203,SYN_ATM_0809,17,6,31300.0,9.18,0.39,3,9,0.2,12.9,0
SYNTHETIC,SYN_CRM_0203,SYN_ATM_0810,17,6,31300.0,1.01,0.68,3,26,4.5,50.8,1
SYNTHETIC,SYN_CRM_0203,SYN_ATM_0811,17,6,31300.0,14.86,0.34,2,5,1.8,14.0,0
SYNTHETIC,SYN_CRM_0203,SYN_ATM_0812,17,6,31300.0,1.36,0.04,0,3,1.0,6.6,0
SYNTHETIC,SYN_CRM_0204,SYN_ATM_0813,5,6,25700.0,1.06,0.12,0,4,0.4,5.1,0
SYNTHETIC,SYN_CRM_0204,SYN_ATM_0814,5,6,25700.0,3.76,0.3,5,13,2.0,14.6,0
SYNTHETIC,SYN_CRM_0204,SYN_ATM_0815,5,6,25700.0,2.1,0.68,9,30,8.6,57.0,1
SYNTHETIC,SYN_CRM_0204,SYN_ATM_0816,5,6,25700.0,0.15,0.21,0,2,2.8,2.9,0
SYNTHETIC,SYN_CRM_0205,SYN_ATM_0817,5,4,43900.0,10.64,0.17,0,5,1.7,6.6,0
SYNTHETIC,SYN_CRM_0205,SYN_ATM_0818,5,4,43900.0,4.36,0.35,4,27,5.4,32.0,0
SYNTHETIC,SYN_CRM_0205,SYN_ATM_0819,5,4,43900.0,1.87,0.11,1,2,0.4,5.7,0
SYNTHETIC,SYN_CRM_0205,SYN_ATM_0820,5,4,43900.0,1.23,0.73,7,24,3.0,38.2,1
SYNTHETIC,SYN_CRM_0206,SYN_ATM_0821,2,2,402900.0,2.37,0.34,4,19,4.3,24.3,0
SYNTHETIC,SYN_CRM_0206,SYN_ATM_0822,2,2,402900.0,1.7,0.93,9,36,6.5,50.3,1
SYNTHETIC,SYN_CRM_0206,SYN_ATM_0823,2,2,402900.0,0.15,0.14,1,2,1.2,7.9,0
SYNTHETIC,SYN_CRM_0206,SYN_ATM_0824,2,2,402900.0,5.37,0.27,3,12,4.4,22.8,0
SYNTHETIC,SYN_CRM_0207,SYN_ATM_0825,14,6,9100.0,7.32,0.35,7,17,1.5,32.2,0
SYNTHETIC,SYN_CRM_0207,SYN_ATM_0826,14,6,9100.0,15.51,0.5,1,10,2.8,14.6,0
SYNTHETIC,SYN_CRM_0207,SYN_ATM_0827,14,6,9100.0,1.8,0.74,10,25,9.9,44.8,1
SYNTHETIC,SYN_CRM_0207,SYN_ATM_0828,14,6,9100.0,1.6,0.19,1,2,1.6,7.7,0
SYNTHETIC,SYN_CRM_0208,SYN_ATM_0829,22,5,38200.0,1.57,0.96,7,37,6.3,44.5,1
SYNTHETIC,SYN_CRM_0208,SYN_ATM_0830,22,5,38200.0,10.11,0.34,1,6,0.2,13.8,0
SYNTHETIC,SYN_CRM_0208,SYN_ATM_0831,22,5,38200.0,8.1,0.25,0,2,2.8,2.7,0
SYNTHETIC,SYN_CRM_0208,SYN_ATM_0832,22,5,38200.0,8.97,0.59,7,19,5.5,27.0,0
SYNTHETIC,SYN_CRM_0209,SYN_ATM_0833,6,6,197500.0,6.4,0.3,0,10,1.3,12.7,0
SYNTHETIC,SYN_CRM_0209,SYN_ATM_0834,6,6,197500.0,5.89,0.36,0,4,1.7,10.7,0
SYNTHETIC,SYN_CRM_0209,SYN_ATM_0835,6,6,197500.0,1.37,0.68,6,21,4.6,28.9,1
SYNTHETIC,SYN_CRM_0209,SYN_ATM_0836,6,6,197500.0,1.67,0.11,0,3,2.7,8.6,0
SYNTHETIC,SYN_CRM_0210,SYN_ATM_0837,21,6,158800.0,0.76,0.26,0,2,4.0,9.8,0
SYNTHETIC,SYN_CRM_0210,SYN_ATM_0838,21,6,158800.0,12.28,0.26,2,9,2.9,11.1,0
SYNTHETIC,SYN_CRM_0210,SYN_ATM_0839,21,6,158800.0,1.55,0.86,1,18,8.2,35.4,1
SYNTHETIC,SYN_CRM_0210,SYN_ATM_0840,21,6,158800.0,4.54,0.31,2,10,3.8,22.2,0
SYNTHETIC,SYN_CRM_0211,SYN_ATM_0841,15,6,9800.0,0.35,0.66,9,32,10.5,49.4,1
SYNTHETIC,SYN_CRM_0211,SYN_ATM_0842,15,6,9800.0,1.95,0.52,2,10,1.2,12.1,0
SYNTHETIC,SYN_CRM_0211,SYN_ATM_0843,15,6,9800.0,5.67,0.12,0,10,3.2,22.2,0
SYNTHETIC,SYN_CRM_0211,SYN_ATM_0844,15,6,9800.0,5.2,0.1,2,8,1.2,10.5,0
SYNTHETIC,SYN_CRM_0212,SYN_ATM_0845,12,5,46500.0,1.48,0.83,8,36,7.3,58.5,1
SYNTHETIC,SYN_CRM_0212,SYN_ATM_0846,12,5,46500.0,17.58,0.28,1,8,0.7,11.0,0
SYNTHETIC,SYN_CRM_0212,SYN_ATM_0847,12,5,46500.0,0.43,0.26,2,2,2.6,3.5,0
SYNTHETIC,SYN_CRM_0212,SYN_ATM_0848,12,5,46500.0,7.19,0.84,8,22,2.5,35.2,0
SYNTHETIC,SYN_CRM_0213,SYN_ATM_0849,22,3,2200.0,1.62,0.78,9,42,8.1,61.8,1
SYNTHETIC,SYN_CRM_0213,SYN_ATM_0850,22,3,2200.0,1.91,0.23,0,1,2.3,6.5,0
SYNTHETIC,SYN_CRM_0213,SYN_ATM_0851,22,3,2200.0,7.28,0.72,3,16,3.3,32.6,0
SYNTHETIC,SYN_CRM_0213,SYN_ATM_0852,22,3,2200.0,14.47,0.19,3,6,2.7,10.7,0
SYNTHETIC,SYN_CRM_0214,SYN_ATM_0853,9,4,154200.0,4.8,0.25,4,17,3.4,27.6,0
SYNTHETIC,SYN_CRM_0214,SYN_ATM_0854,9,4,154200.0,1.57,0.4,1,5,4.9,9.6,0
SYNTHETIC,SYN_CRM_0214,SYN_ATM_0855,9,4,154200.0,0.1,0.69,10,35,7.1,44.8,1
SYNTHETIC,SYN_CRM_0214,SYN_ATM_0856,9,4,154200.0,2.58,0.32,3,13,0.8,19.2,0
SYNTHETIC,SYN_CRM_0215,SYN_ATM_0857,17,2,15600.0,7.77,0.57,7,23,3.6,36.7,0
SYNTHETIC,SYN_CRM_0215,SYN_ATM_0858,17,2,15600.0,2.52,0.25,3,15,1.1,24.8,0
SYNTHETIC,SYN_CRM_0215,SYN_ATM_0859,17,2,15600.0,3.76,0.34,4,17,1.7,20.9,0
SYNTHETIC,SYN_CRM_0215,SYN_ATM_0860,17,2,15600.0,5.61,0.31,2,13,3.3,15.7,0
SYNTHETIC,SYN_CRM_0216,SYN_ATM_0861,13,1,46800.0,0.6,0.19,2,3,2.4,10.5,0
SYNTHETIC,SYN_CRM_0216,SYN_ATM_0862,13,1,46800.0,9.25,0.84,6,24,3.7,37.7,0
SYNTHETIC,SYN_CRM_0216,SYN_ATM_0863,13,1,46800.0,7.7,0.04,2,2,2.1,11.5,0
SYNTHETIC,SYN_CRM_0216,SYN_ATM_0864,13,1,46800.0,1.29,0.49,7,25,10.6,31.9,1
SYNTHETIC,SYN_CRM_0217,SYN_ATM_0865,16,0,27100.0,4.0,0.6,8,34,5.5,50.3,0
SYNTHETIC,SYN_CRM_0217,SYN_ATM_0866,16,0,27100.0,11.54,0.27,2,9,0.7,17.8,0
SYNTHETIC,SYN_CRM_0217,SYN_ATM_0867,16,0,27100.0,0.31,0.81,6,30,2.7,51.3,1
SYNTHETIC,SYN_CRM_0217,SYN_ATM_0868,16,0,27100.0,0.51,0.21,0,4,1.2,7.9,0
SYNTHETIC,SYN_CRM_0218,SYN_ATM_0869,20,2,13200.0,6.34,0.3,1,6,3.4,14.7,0
SYNTHETIC,SYN_CRM_0218,SYN_ATM_0870,20,2,13200.0,0.25,0.06,0,1,1.6,2.4,0
SYNTHETIC,SYN_CRM_0218,SYN_ATM_0871,20,2,13200.0,1.79,0.32,1,3,2.2,7.1,0
SYNTHETIC,SYN_CRM_0218,SYN_ATM_0872,20,2,13200.0,0.91,0.78,12,32,6.2,36.5,1
SYNTHETIC,SYN_CRM_0219,SYN_ATM_0873,19,1,180700.0,1.43,0.54,10,33,6.3,47.5,1
SYNTHETIC,SYN_CRM_0219,SYN_ATM_0874,19,1,180700.0,7.59,0.66,5,23,3.1,27.5,0
SYNTHETIC,SYN_CRM_0219,SYN_ATM_0875,19,1,180700.0,11.02,0.29,2,5,2.3,11.3,0
SYNTHETIC,SYN_CRM_0219,SYN_ATM_0876,19,1,180700.0,8.84,0.63,4,23,4.3,32.2,0
SYNTHETIC,SYN_CRM_0220,SYN_ATM_0877,11,3,469900.0,3.0,0.3,1,11,3.1,18.3,0
SYNTHETIC,SYN_CRM_0220,SYN_ATM_0878,11,3,469900.0,1.26,0.59,7,32,8.1,57.3,1
SYNTHETIC,SYN_CRM_0220,SYN_ATM_0879,11,3,469900.0,14.17,0.18,3,9,1.6,13.4,0
SYNTHETIC,SYN_CRM_0220,SYN_ATM_0880,11,3,469900.0,6.84,0.17,2,6,1.1,15.9,0
SYNTHETIC,SYN_CRM_0221,SYN_ATM_0881,19,4,488400.0,1.88,0.72,7,29,7.6,55.4,1
SYNTHETIC,SYN_CRM_0221,SYN_ATM_0882,19,4,488400.0,7.99,0.36,4,23,2.4,35.5,0
SYNTHETIC,SYN_CRM_0221,SYN_ATM_0883,19,4,488400.0,1.16,0.2,0,3,2.4,4.4,0
SYNTHETIC,SYN_CRM_0221,SYN_ATM_0884,19,4,488400.0,12.55,0.14,0,7,1.3,16.6,0
SYNTHETIC,SYN_CRM_0222,SYN_ATM_0885,11,5,390600.0,1.23,0.33,1,6,2.2,13.4,0
SYNTHETIC,SYN_CRM_0222,SYN_ATM_0886,11,5,390600.0,8.77,0.35,1,6,1.0,8.1,0
SYNTHETIC,SYN_CRM_0222,SYN_ATM_0887,11,5,390600.0,1.09,0.1,1,7,2.1,11.5,0
SYNTHETIC,SYN_CRM_0222,SYN_ATM_0888,11,5,390600.0,2.98,0.42,5,21,1.9,27.2,0
SYNTHETIC,SYN_CRM_0223,SYN_ATM_0889,16,3,15800.0,1.58,0.82,10,31,6.9,51.3,1
SYNTHETIC,SYN_CRM_0223,SYN_ATM_0890,16,3,15800.0,0.15,0.26,0,1,4.4,3.2,0
SYNTHETIC,SYN_CRM_0223,SYN_ATM_0891,16,3,15800.0,4.9,0.36,3,12,1.2,25.8,0
SYNTHETIC,SYN_CRM_0223,SYN_ATM_0892,16,3,15800.0,1.34,0.26,0,3,3.1,5.0,0
SYNTHETIC,SYN_CRM_0224,SYN_ATM_0893,18,5,147800.0,2.7,0.35,0,3,3.9,9.9,0
SYNTHETIC,SYN_CRM_0224,SYN_ATM_0894,18,5,147800.0,0.54,0.99,7,20,7.6,40.3,1
